DATE,YEAR,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,AQI,City
12-01-2025,2025,22.68,27.72,18.21,0.83,120,Chittoor
13-01-2025,2025,23.71,28.46,21.19,3.38,118,Chittoor
14-01-2025,2025,22.9,27.56,19.89,0.38,106,Chittoor
15-01-2025,2025,22.51,26.85,19.24,0,96,Chittoor
16-01-2025,2025,22.43,27.05,19.11,0,113,Chittoor
17-01-2025,2025,21.7,26.6,18.26,0,144,Chittoor
18-01-2025,2025,21.99,26.59,18.35,7.6,120,Chittoor
19-01-2025,2025,22.75,26.96,19.3,19.14,104,Chittoor
20-01-2025,2025,21.56,27.2,17.18,0.05,105,Chittoor
21-01-2025,2025,21.01,26.92,16.58,0,136,Chittoor
22-01-2025,2025,21.74,27.51,17.28,0,131,Chittoor
23-01-2025,2025,21.68,27.71,17.36,0,120,Chittoor
24-01-2025,2025,21.07,26.37,16.98,0,98,Chittoor
25-01-2025,2025,20.44,27.08,15.5,0,97,Chittoor
26-01-2025,2025,20.79,27.57,15.05,0,93,Chittoor
27-01-2025,2025,21.58,28.06,16.49,0,99,Chittoor
28-01-2025,2025,21.7,27.89,17.69,0,105,Chittoor
29-01-2025,2025,21.02,27.68,16.62,0,105,Chittoor
30-01-2025,2025,21.91,29.69,14.73,0,116,Chittoor
31-01-2025,2025,23.95,30.34,18.9,0.03,101,Chittoor
01-02-2025,2025,23.96,30.53,19.56,0.03,95,Chittoor
02-02-2025,2025,23.33,30.2,18.41,0.02,86,Chittoor
03-02-2025,2025,22.16,29.5,15.73,0,87,Chittoor
04-02-2025,2025,23.13,30.49,16.13,0,97,Chittoor
05-02-2025,2025,23.55,30.45,18.48,0,105,Chittoor
06-02-2025,2025,23.19,30.37,18.02,0,110,Chittoor
07-02-2025,2025,23.21,30.61,17.21,0,107,Chittoor
08-02-2025,2025,23.53,30.42,16.9,0,112,Chittoor
09-02-2025,2025,23.42,29.9,17.67,0,110,Chittoor
10-02-2025,2025,23.55,30.42,18.91,0,116,Chittoor
11-02-2025,2025,22.99,30.61,18.35,0,106,Chittoor
12-02-2025,2025,23.3,31.97,16.52,0,108,Chittoor
13-02-2025,2025,23.12,32.28,14.97,0,96,Chittoor
14-02-2025,2025,23.11,32.52,15.08,0,109,Chittoor
15-02-2025,2025,23.62,32.55,16.16,0,115,Chittoor
16-02-2025,2025,23.86,32.26,17.43,0,98,Chittoor
17-02-2025,2025,24.38,32.53,19.19,0,111,Chittoor
18-02-2025,2025,24.36,32.66,18.87,0,104,Chittoor
19-02-2025,2025,24.38,33.4,17.33,0,105,Chittoor
20-02-2025,2025,24.56,33.22,18.1,0,109,Chittoor
21-02-2025,2025,25.05,33.25,19.82,0,95,Chittoor
22-02-2025,2025,25.53,34,19.8,0,102,Chittoor
23-02-2025,2025,25.21,34.25,18.02,0,91,Chittoor
24-02-2025,2025,24.92,33.41,18.55,0,101,Chittoor
25-02-2025,2025,25.23,33.14,19.28,0,99,Chittoor
26-02-2025,2025,25.28,33.36,19.97,0,105,Chittoor
27-02-2025,2025,24.87,33.64,18.15,0,103,Chittoor
28-02-2025,2025,24.94,33.39,17.77,0.02,99,Chittoor
01-03-2025,2025,26.24,34.34,21,0.61,95,Chittoor
02-03-2025,2025,26.43,34.97,20,0,88,Chittoor
03-03-2025,2025,26.77,36.1,20.32,0,90,Chittoor
04-03-2025,2025,27.09,36.95,19.71,0,97,Chittoor
05-03-2025,2025,27.3,36.52,20.54,0,104,Chittoor
06-03-2025,2025,27.56,37.52,20.36,0,104,Chittoor
07-03-2025,2025,26.07,36.9,16.76,0,105,Chittoor
08-03-2025,2025,26.27,36.91,18.14,0,119,Chittoor
09-03-2025,2025,25.44,34.86,17.91,0,129,Chittoor
10-03-2025,2025,26.04,35.1,19.27,0.01,121,Chittoor
11-03-2025,2025,26.27,33.33,21.03,5.63,115,Chittoor
12-03-2025,2025,27.62,34.27,22.85,1.49,117,Chittoor
13-03-2025,2025,28.2,37.49,21.95,0.01,110,Chittoor
14-03-2025,2025,27.59,37.68,19.92,0,105,Chittoor
15-03-2025,2025,27.24,37.2,20.15,0,98,Chittoor
16-03-2025,2025,28.1,37.35,20.43,0,98,Chittoor
17-03-2025,2025,28.56,36.8,21.81,0,108,Chittoor
18-03-2025,2025,28.13,35.45,22.22,0,91,Chittoor
19-03-2025,2025,28.51,36.71,22.91,0.01,89,Chittoor
20-03-2025,2025,28.64,37.19,22.5,0,91,Chittoor
21-03-2025,2025,28.89,37.25,23,0,96,Chittoor
22-03-2025,2025,28.97,36.09,23.7,0.25,97,Chittoor
23-03-2025,2025,29.08,35.51,24.68,0.23,95,Chittoor
24-03-2025,2025,28.93,37,23.29,0.01,95,Chittoor
25-03-2025,2025,28.75,37.99,21.17,0.04,91,Chittoor
26-03-2025,2025,29.28,38.57,21.16,0.01,91,Chittoor
27-03-2025,2025,30.17,39.59,22.23,0.01,100,Chittoor
28-03-2025,2025,30.18,40.4,21.29,0,105,Chittoor
29-03-2025,2025,30.01,40.38,21.14,0,108,Chittoor
30-03-2025,2025,29.32,39.2,20.79,0,103,Chittoor
31-03-2025,2025,28.53,37.5,21.42,0,105,Chittoor
01-04-2025,2025,27.66,35.94,21.3,0,99,Chittoor
02-04-2025,2025,28.74,36.93,21.53,0.56,94,Chittoor
03-04-2025,2025,29.03,36.44,23.81,4.26,83,Chittoor
04-04-2025,2025,29.59,38.53,21.71,0.34,79,Chittoor
05-04-2025,2025,29.73,37.78,22.9,3.03,73,Chittoor
06-04-2025,2025,30.59,39.11,24.03,0,72,Chittoor
07-04-2025,2025,30.18,38.85,23.54,0.01,80,Chittoor
08-04-2025,2025,29.84,38.43,23.01,0,76,Chittoor
09-04-2025,2025,30.09,38.63,22.63,0,82,Chittoor
10-04-2025,2025,31.64,39.41,24.56,0.76,83,Chittoor
11-04-2025,2025,31.52,39.5,26.17,6.82,76,Chittoor
12-04-2025,2025,31.44,40.11,25.07,5.58,87,Chittoor
13-04-2025,2025,31.09,38.97,24.69,3.09,86,Chittoor
14-04-2025,2025,30.36,38.55,24.55,0.98,81,Chittoor
15-04-2025,2025,29.58,37.98,23.18,2.11,80,Chittoor
16-04-2025,2025,29.39,36.52,24.54,7.3,80,Chittoor
17-04-2025,2025,30.04,38.16,24,1.47,79,Chittoor
18-04-2025,2025,30.44,37.33,24.99,0,84,Chittoor
19-04-2025,2025,31.47,39.63,25.35,0,84,Chittoor
20-04-2025,2025,31.43,39.86,25.68,0,86,Chittoor
21-04-2025,2025,29.65,35.26,25.08,0,87,Chittoor
22-04-2025,2025,30.98,39.32,23.69,0,85,Chittoor
23-04-2025,2025,31.29,39.87,24.72,0,83,Chittoor
24-04-2025,2025,30.76,38.19,24.53,0,85,Chittoor
25-04-2025,2025,31.2,39.17,25.44,0,87,Chittoor
26-04-2025,2025,30.87,38.88,24.5,0,81,Chittoor
27-04-2025,2025,30.86,38.4,25.68,0,74,Chittoor
28-04-2025,2025,30.76,37.59,25.52,0,70,Chittoor
29-04-2025,2025,31.74,39.69,25.32,0,72,Chittoor
30-04-2025,2025,31.85,40.2,24.99,0,78,Chittoor
01-05-2025,2025,32.73,40.48,26.49,0.04,73,Chittoor
02-05-2025,2025,32.51,40.24,26.45,0.47,77,Chittoor
03-05-2025,2025,32.72,40.67,26.63,0.03,77,Chittoor
04-05-2025,2025,32.22,39.48,26.87,2.8,74,Chittoor
05-05-2025,2025,30.71,37.69,25.81,2.3,75,Chittoor
06-05-2025,2025,30.63,37.29,26.18,3.42,79,Chittoor
07-05-2025,2025,29.57,35.12,25.69,8.56,76,Chittoor
08-05-2025,2025,29.67,35.48,25.17,6.17,85,Chittoor
09-05-2025,2025,29.69,36.63,25.05,7.44,88,Chittoor
10-05-2025,2025,30.3,37.38,24.71,0.49,84,Chittoor
11-05-2025,2025,30.2,35.95,26.05,0.49,84,Chittoor
12-05-2025,2025,31.46,38.42,25.81,0.24,84,Chittoor
13-05-2025,2025,31.73,39.31,26.47,0.29,79,Chittoor
14-05-2025,2025,30.89,36.87,25.45,1.89,82,Chittoor
15-05-2025,2025,31.4,37.76,26.74,1.58,82,Chittoor
16-05-2025,2025,29.11,31.8,26,7.82,79,Chittoor
17-05-2025,2025,30.18,37.59,24.53,13.45,76,Chittoor
18-05-2025,2025,28.84,33.93,25.38,13.3,76,Chittoor
19-05-2025,2025,29.21,34.23,25.46,4.07,64,Chittoor
20-05-2025,2025,28.54,32.53,25.22,22.72,64,Chittoor
21-05-2025,2025,28.76,34.01,24.77,4.27,66,Chittoor
22-05-2025,2025,29.1,34.7,24.49,0.01,61,Chittoor
23-05-2025,2025,29.89,36.62,23.79,2.49,73,Chittoor
24-05-2025,2025,29.28,34.71,25.09,0.85,70,Chittoor
25-05-2025,2025,28.76,33.79,24.66,0.21,64,Chittoor
26-05-2025,2025,28.33,34,24.66,0.19,62,Chittoor
27-05-2025,2025,29.71,36.94,24.12,0.54,66,Chittoor
28-05-2025,2025,29.34,35.17,24.48,0.02,68,Chittoor
29-05-2025,2025,29.25,35.63,24.89,0.52,72,Chittoor
30-05-2025,2025,28.09,33.43,24.23,13.01,76,Chittoor
31-05-2025,2025,29.09,36.37,24.12,0.03,82,Chittoor
01-06-2025,2025,30.15,37.73,24.17,0.04,82,Chittoor
02-06-2025,2025,30.78,38.75,23.07,0.15,76,Chittoor
03-06-2025,2025,30.35,37.23,25.06,1.97,75,Chittoor
04-06-2025,2025,30.46,37.63,23.8,0.37,79,Chittoor
05-06-2025,2025,30.94,38.09,24.79,0.22,82,Chittoor
06-06-2025,2025,30.86,38.42,23.98,1.05,88,Chittoor
07-06-2025,2025,31.21,37.31,25.68,1.76,87,Chittoor
08-06-2025,2025,30.21,34.61,26.3,3.1,87,Chittoor
09-06-2025,2025,29.11,32.71,25.88,3,84,Chittoor
10-06-2025,2025,28.51,34.52,25.24,2.49,83,Chittoor
11-06-2025,2025,28.9,33.58,25.54,5.7,85,Chittoor
12-06-2025,2025,28.93,34.89,25.49,4.87,94,Chittoor
13-06-2025,2025,29,34.84,24.48,7.47,92,Chittoor
14-06-2025,2025,27.44,30.83,24.74,0.69,69,Chittoor
15-06-2025,2025,27.7,31.95,24.07,0.22,66,Chittoor
16-06-2025,2025,28.24,34.09,23.92,0,63,Chittoor
17-06-2025,2025,29.14,36.66,23.29,0.12,65,Chittoor
18-06-2025,2025,29.79,36.35,24.34,0.02,65,Chittoor
19-06-2025,2025,30.31,36.79,24.73,0,65,Chittoor
20-06-2025,2025,30.52,37.47,24.92,2.35,67,Chittoor
21-06-2025,2025,30.22,36.73,24.66,0.21,66,Chittoor
22-06-2025,2025,29.81,36.35,24.95,3.95,66,Chittoor
23-06-2025,2025,29.67,37.02,24.04,0.14,66,Chittoor
24-06-2025,2025,28.67,35.16,23.51,0,68,Chittoor
25-06-2025,2025,28.1,33.3,24.13,0.55,69,Chittoor
26-06-2025,2025,29.18,36.18,23.72,0.13,68,Chittoor
27-06-2025,2025,29.26,36.16,23.92,0.24,68,Chittoor
28-06-2025,2025,29.32,35,24.65,1.21,67,Chittoor
29-06-2025,2025,30.51,37.83,24.78,0.01,68,Chittoor
30-06-2025,2025,29.49,35.59,24.59,0.88,64,Chittoor
01-07-2025,2025,29.43,34.77,24.71,0.42,64,Chittoor
02-07-2025,2025,29.56,36.19,25.29,7.07,64,Chittoor
03-07-2025,2025,27.62,31.64,24.27,1.57,61,Chittoor
04-07-2025,2025,28.53,35.42,23.88,6.25,61,Chittoor
05-07-2025,2025,28.69,35.15,24.55,4.85,61,Chittoor
06-07-2025,2025,29.3,35.11,24.73,1.78,65,Chittoor
07-07-2025,2025,29.42,34.9,24.72,1.38,63,Chittoor
08-07-2025,2025,29.61,35.47,24.73,4.07,63,Chittoor
09-07-2025,2025,29.78,36.21,23.87,1.5,69,Chittoor
10-07-2025,2025,29.4,35.8,24.56,6.58,66,Chittoor
11-07-2025,2025,29.87,36.33,24.59,5.87,66,Chittoor
12-07-2025,2025,29.54,35.88,24.32,4.54,69,Chittoor
13-07-2025,2025,29.56,35.58,24.51,1.54,67,Chittoor
14-07-2025,2025,29.18,35.71,24.59,3.89,71,Chittoor
15-07-2025,2025,28.95,34.68,24.45,4.9,71,Chittoor
16-07-2025,2025,29.15,35.85,24.08,13.51,68,Chittoor
17-07-2025,2025,28.27,33.82,24.38,13.4,68,Chittoor
18-07-2025,2025,27.95,33.11,24.11,12.76,66,Chittoor
19-07-2025,2025,26.8,30.4,23.99,7.61,66,Chittoor
20-07-2025,2025,25.67,29.22,23.62,8.44,67,Chittoor
21-07-2025,2025,25.44,28.12,23.31,6.48,68,Chittoor
22-07-2025,2025,25.95,30.1,23.12,3.69,67,Chittoor
23-07-2025,2025,26.06,29.8,23.48,1.66,63,Chittoor
24-07-2025,2025,26.46,31.82,23.2,3.75,64,Chittoor
25-07-2025,2025,26.07,29.71,23.42,0.66,59,Chittoor
26-07-2025,2025,27.5,32.06,23.4,0.97,59,Chittoor
27-07-2025,2025,27.84,31.95,24.18,0.06,60,Chittoor
28-07-2025,2025,28.84,35.02,23.42,0.17,60,Chittoor
29-07-2025,2025,29.18,35.15,23.71,0.64,62,Chittoor
30-07-2025,2025,29.72,36,23.89,0.8,63,Chittoor
31-07-2025,2025,29.43,35.17,24.29,3.47,64,Chittoor
01-08-2025,2025,29,33.93,24.68,2.66,63,Chittoor
02-08-2025,2025,28.81,33.9,24.37,7.34,69,Chittoor
03-08-2025,2025,28.24,34.27,24.19,6.73,69,Chittoor
04-08-2025,2025,27.24,31.7,24.27,10.37,75,Chittoor
05-08-2025,2025,27.54,33.02,23.79,9.63,66,Chittoor
06-08-2025,2025,28.22,34.11,23.71,10.24,66,Chittoor
07-08-2025,2025,28.73,33.94,24.5,8.25,66,Chittoor
08-08-2025,2025,27.23,29.93,25,9.32,69,Chittoor
09-08-2025,2025,27.19,32.54,24.04,10.62,68,Chittoor
10-08-2025,2025,25.11,27.61,23.52,13.17,64,Chittoor
11-08-2025,2025,24.95,27.77,22.63,2.04,64,Chittoor
12-08-2025,2025,23.86,25.9,22.67,7.96,65,Chittoor
13-08-2025,2025,25.34,29.5,22.35,2.46,65,Chittoor
14-08-2025,2025,26.27,31.12,22.07,1.88,61,Chittoor
15-08-2025,2025,26.1,31.3,22.36,5.37,59,Chittoor
16-08-2025,2025,25.95,30.06,22.64,7.38,58,Chittoor
17-08-2025,2025,24.01,25.59,22.9,7.23,55,Chittoor
18-08-2025,2025,24.92,30.3,22.48,6.26,55,Chittoor
19-08-2025,2025,29.5,33,26,0,55,Chittoor
20-08-2025,2025,30,33,27,0,55,Chittoor
21-08-2025,2025,31,35,27,0,55,Chittoor
01-08-2024,2024,27.87,29.78,26.44,5,50,Eluru
02-08-2024,2024,27.98,30.95,25.78,4.15,48,Eluru
03-08-2024,2024,28.44,31.57,25.61,0.91,49,Eluru
04-08-2024,2024,28.8,32.13,26.32,0.68,49,Eluru
05-08-2024,2024,28.89,31.81,26.41,1.48,52,Eluru
06-08-2024,2024,27.17,28.43,25.99,29.76,44,Eluru
07-08-2024,2024,26.5,27.64,25.63,16.82,44,Eluru
08-08-2024,2024,27.76,30.8,25.23,8.04,52,Eluru
09-08-2024,2024,28.58,31.81,25.6,0.62,58,Eluru
10-08-2024,2024,28.08,30.44,26.08,16.13,56,Eluru
11-08-2024,2024,28.57,31.33,26.15,7.01,54,Eluru
12-08-2024,2024,29.5,31.61,27.24,1.8,57,Eluru
13-08-2024,2024,29.27,31.84,27.36,0.36,58,Eluru
14-08-2024,2024,28.81,31.09,27.17,0.17,44,Eluru
15-08-2024,2024,28.66,30.91,27,0.09,40,Eluru
16-08-2024,2024,28.74,31.16,26.8,0.19,44,Eluru
17-08-2024,2024,28.68,31.32,26.79,0.8,51,Eluru
18-08-2024,2024,29,31.64,26.88,0.45,46,Eluru
19-08-2024,2024,28.88,31.48,26.88,2.88,53,Eluru
20-08-2024,2024,28.88,31.33,26.85,5,53,Eluru
21-08-2024,2024,28.73,31.33,26.75,2.91,49,Eluru
22-08-2024,2024,28.21,30.43,26.88,14.71,49,Eluru
23-08-2024,2024,27.97,30.13,26.46,21.83,47,Eluru
24-08-2024,2024,27.83,29.76,26.67,7.25,52,Eluru
25-08-2024,2024,28.33,31.89,25.34,2.92,47,Eluru
26-08-2024,2024,28.25,31.07,25.75,1.52,43,Eluru
27-08-2024,2024,27.91,31,25.72,1.15,45,Eluru
28-08-2024,2024,26.75,28.22,25.66,1.02,45,Eluru
29-08-2024,2024,26.62,28.48,25.37,14.19,52,Eluru
30-08-2024,2024,26.55,27.93,25.03,73.96,43,Eluru
31-08-2024,2024,27.42,29.45,25.68,62.13,43,Eluru
01-09-2024,2024,27.56,30.16,25.36,33.98,41,Eluru
02-09-2024,2024,26.99,29.64,24.49,2.85,48,Eluru
03-09-2024,2024,27.36,29.49,25.69,11.19,46,Eluru
04-09-2024,2024,27.6,29.69,25.96,12.87,47,Eluru
05-09-2024,2024,27.14,28.83,25.62,4,51,Eluru
06-09-2024,2024,27.35,29.58,24.97,7.87,47,Eluru
07-09-2024,2024,26.81,27.8,25.92,9.86,58,Eluru
08-09-2024,2024,26.13,26.93,25.61,22.96,53,Eluru
09-09-2024,2024,26.7,28.73,25.17,4.59,55,Eluru
10-09-2024,2024,27.31,29.83,25.3,0.4,61,Eluru
11-09-2024,2024,27.75,30.15,25.26,0.11,63,Eluru
12-09-2024,2024,28.06,31.44,25.37,0.07,62,Eluru
13-09-2024,2024,27.49,30.48,25.13,0.02,69,Eluru
14-09-2024,2024,27.62,31.22,24.37,0.05,75,Eluru
15-09-2024,2024,27.61,31.44,24.64,0.01,72,Eluru
16-09-2024,2024,27.19,30.94,24.2,0.01,74,Eluru
17-09-2024,2024,27.64,31.62,24.04,0.53,76,Eluru
18-09-2024,2024,28.23,32.17,24.22,0.03,73,Eluru
19-09-2024,2024,28.28,32.17,24.5,0.05,84,Eluru
20-09-2024,2024,27.86,30.77,25.66,1.35,74,Eluru
21-09-2024,2024,27.75,31.38,24.81,11.34,75,Eluru
22-09-2024,2024,28,30.33,25.49,0.68,71,Eluru
23-09-2024,2024,27.96,30.55,25.57,10.54,70,Eluru
24-09-2024,2024,28.15,30.8,26.45,8.85,73,Eluru
25-09-2024,2024,27.75,29.33,26.64,8.71,64,Eluru
26-09-2024,2024,27.54,29.77,26.36,5.77,57,Eluru
27-09-2024,2024,27.4,29.87,26.26,6.88,75,Eluru
28-09-2024,2024,27.93,30.52,25.96,5.53,62,Eluru
29-09-2024,2024,28.05,30.86,25.83,0.2,52,Eluru
30-09-2024,2024,28.18,31.23,25.52,0.05,53,Eluru
01-10-2024,2024,28.36,31.73,25.29,0.03,61,Eluru
02-10-2024,2024,28.79,31.89,25.78,3.33,64,Eluru
03-10-2024,2024,28.74,31.33,26.8,1.96,70,Eluru
04-10-2024,2024,29.07,31.77,26.3,0.25,75,Eluru
05-10-2024,2024,28.38,30.76,25.81,1.24,73,Eluru
06-10-2024,2024,28.64,31.9,26.22,2.76,73,Eluru
07-10-2024,2024,27.57,30.63,25.31,2.5,66,Eluru
08-10-2024,2024,27.29,30.07,25.34,2.23,75,Eluru
09-10-2024,2024,27.5,30.12,25.59,2.97,52,Eluru
10-10-2024,2024,27.45,29.9,25.98,8.78,51,Eluru
11-10-2024,2024,27.43,29.72,25.94,12.9,49,Eluru
12-10-2024,2024,27.66,30.19,26.05,8.23,56,Eluru
13-10-2024,2024,27.9,30.9,25.58,2.79,52,Eluru
14-10-2024,2024,27.25,28.85,26.19,23.24,56,Eluru
15-10-2024,2024,27.74,29.87,26.25,11.24,55,Eluru
16-10-2024,2024,27.76,29.55,26.38,13.02,52,Eluru
17-10-2024,2024,28.27,30.41,26.96,9.54,51,Eluru
18-10-2024,2024,28.38,30.99,26.73,6.32,41,Eluru
19-10-2024,2024,27.81,29.56,26.67,9.22,45,Eluru
20-10-2024,2024,27.56,29.78,26.16,11.52,44,Eluru
21-10-2024,2024,27.62,30.69,25.04,7.97,49,Eluru
22-10-2024,2024,27.7,30.49,25.3,0.62,75,Eluru
23-10-2024,2024,26.89,30.44,24.08,0.03,107,Eluru
24-10-2024,2024,26.02,30.47,22.41,0,119,Eluru
25-10-2024,2024,26.19,30.73,21.69,0,125,Eluru
26-10-2024,2024,27.51,31.18,24.85,0.23,69,Eluru
27-10-2024,2024,27.41,31.09,24.34,0.16,62,Eluru
28-10-2024,2024,27.32,30.95,23.27,0,71,Eluru
29-10-2024,2024,28.27,31.73,25.58,0.16,87,Eluru
30-10-2024,2024,27.56,30.8,25.16,5.47,124,Eluru
31-10-2024,2024,26.97,30.54,24.22,0.48,110,Eluru
01-11-2024,2024,27.31,30.9,23.77,0.51,138,Eluru
02-11-2024,2024,27.24,31.3,23.7,0.17,123,Eluru
03-11-2024,2024,26.71,30.24,23.73,0.69,100,Eluru
04-11-2024,2024,26.85,30.23,24.02,0.05,106,Eluru
05-11-2024,2024,26.3,30.37,23.11,0.02,124,Eluru
06-11-2024,2024,26.59,30.54,23.43,0.11,130,Eluru
07-11-2024,2024,26.86,30.47,23.75,0.05,95,Eluru
08-11-2024,2024,26.63,30.4,23.85,0.01,86,Eluru
09-11-2024,2024,26.33,30.22,23.23,0,107,Eluru
10-11-2024,2024,26.05,30.33,23.01,0,129,Eluru
11-11-2024,2024,25.45,29.72,21.5,0.36,111,Eluru
12-11-2024,2024,26.6,30.15,24.03,1.69,85,Eluru
13-11-2024,2024,26.98,30.3,24.97,1.45,77,Eluru
14-11-2024,2024,26.86,30.01,24.75,0.69,72,Eluru
15-11-2024,2024,26.76,29.76,24.8,0.38,80,Eluru
16-11-2024,2024,26.52,30.24,24.06,0,92,Eluru
17-11-2024,2024,25.65,29.15,23.34,0,129,Eluru
18-11-2024,2024,24.58,29.08,21.47,0,152,Eluru
19-11-2024,2024,23.85,28.48,19.96,0,145,Eluru
20-11-2024,2024,23.89,28.58,19.94,0,147,Eluru
21-11-2024,2024,23.83,28.69,19.42,0,121,Eluru
22-11-2024,2024,23.92,28.84,19.5,0,152,Eluru
23-11-2024,2024,24.73,29.8,20.17,0,145,Eluru
24-11-2024,2024,24.79,29.48,21.01,0,146,Eluru
25-11-2024,2024,24.3,29.09,21.16,0,150,Eluru
26-11-2024,2024,24.38,28.79,21.55,0.03,154,Eluru
27-11-2024,2024,23.53,27.92,20.75,0,134,Eluru
28-11-2024,2024,24.37,29.65,20.16,0.03,144,Eluru
29-11-2024,2024,25.37,29.75,22.41,2.01,130,Eluru
30-11-2024,2024,25.98,28.73,24.66,9.35,91,Eluru
01-12-2024,2024,26.13,29.17,24.71,5.87,79,Eluru
02-12-2024,2024,26.66,30.12,24.86,2.19,76,Eluru
03-12-2024,2024,26.82,30.57,24.63,0.41,101,Eluru
04-12-2024,2024,26.3,29.54,24.23,0.21,102,Eluru
05-12-2024,2024,26.27,30.08,23.8,0.39,114,Eluru
06-12-2024,2024,26.4,30.95,23.02,0.01,103,Eluru
07-12-2024,2024,26.4,31.14,23.42,0,90,Eluru
08-12-2024,2024,26.36,30.78,23.14,0,99,Eluru
09-12-2024,2024,26.31,30.56,23.01,0,113,Eluru
10-12-2024,2024,26.44,31.42,22.45,0,113,Eluru
11-12-2024,2024,25.53,29.81,22.82,0.12,132,Eluru
12-12-2024,2024,24.96,28.79,22.45,0.02,134,Eluru
13-12-2024,2024,23.78,28.04,20.48,0,143,Eluru
14-12-2024,2024,22.96,28.99,19.09,0,136,Eluru
15-12-2024,2024,22.44,28.86,17.56,0,145,Eluru
16-12-2024,2024,22.25,29.01,17.56,0,152,Eluru
17-12-2024,2024,23.11,28.96,17.97,3.72,155,Eluru
18-12-2024,2024,24.43,28.34,21.69,0.72,145,Eluru
19-12-2024,2024,25.7,29.49,22.26,0.71,100,Eluru
20-12-2024,2024,26,29.67,24.02,1.93,100,Eluru
21-12-2024,2024,26.42,31.03,23.41,0.11,88,Eluru
22-12-2024,2024,25.74,31.41,21.48,0,92,Eluru
23-12-2024,2024,24.82,29.51,21.3,1.61,86,Eluru
24-12-2024,2024,23.79,27.17,21.66,2.06,86,Eluru
25-12-2024,2024,25.92,30.92,22.57,1.2,84,Eluru
26-12-2024,2024,25.84,30.49,22.65,0.25,77,Eluru
27-12-2024,2024,24.93,30.42,21.5,0.02,109,Eluru
28-12-2024,2024,24.94,30.9,20.99,0,115,Eluru
29-12-2024,2024,24.73,31.65,19.97,0,112,Eluru
30-12-2024,2024,24.99,31.56,19.64,0,120,Eluru
31-12-2024,2024,25.19,30.65,21.1,0,124,Eluru
01-01-2025,2025,24.73,30.96,20.35,0,119,Eluru
02-01-2025,2025,23.73,30.19,19.37,0,134,Eluru
03-01-2025,2025,23.13,29.75,18.24,0,136,Eluru
04-01-2025,2025,23.03,29.55,17.92,0,140,Eluru
05-01-2025,2025,23.53,29.33,19.48,0,148,Eluru
06-01-2025,2025,23.8,30.09,19.57,0,139,Eluru
07-01-2025,2025,24.21,30.49,20.15,0,136,Eluru
08-01-2025,2025,23.97,29.91,19.98,0,144,Eluru
09-01-2025,2025,23.36,29.35,18.94,0,147,Eluru
10-01-2025,2025,23.06,29.18,18.84,0,144,Eluru
11-01-2025,2025,23.14,29.68,18.34,0,113,Eluru
12-01-2025,2025,24.45,30.7,20.34,0,152,Eluru
13-01-2025,2025,24.72,31,20.19,0,143,Eluru
14-01-2025,2025,24.79,31.12,19.97,0,125,Eluru
15-01-2025,2025,24.79,30.31,21.03,0,143,Eluru
16-01-2025,2025,24.7,30.25,21.1,0,144,Eluru
17-01-2025,2025,24.31,29.88,20.97,0,151,Eluru
18-01-2025,2025,23.9,30.54,18.99,0,130,Eluru
19-01-2025,2025,24.6,32.35,18.95,0,142,Eluru
20-01-2025,2025,24.39,32.23,18.61,0,135,Eluru
21-01-2025,2025,24.3,32.52,17.88,0,137,Eluru
22-01-2025,2025,24.34,32.3,18.25,0,126,Eluru
23-01-2025,2025,24.73,32.25,19.76,0,129,Eluru
24-01-2025,2025,24.61,32.56,18.89,0,119,Eluru
25-01-2025,2025,25.18,33.08,19.37,0,119,Eluru
26-01-2025,2025,25.62,32.62,20.29,0,112,Eluru
27-01-2025,2025,25.91,32.78,20.94,0,115,Eluru
28-01-2025,2025,25.74,32.25,21.31,0,137,Eluru
29-01-2025,2025,25.7,32.54,20.87,0,137,Eluru
30-01-2025,2025,25.45,32.32,20.89,0,126,Eluru
31-01-2025,2025,26.13,33.66,20.8,0,110,Eluru
01-02-2025,2025,26.7,33.86,21.66,0,100,Eluru
02-02-2025,2025,26.52,34.02,21.36,0,102,Eluru
03-02-2025,2025,27.21,35.93,20.54,0,104,Eluru
04-02-2025,2025,27.84,35.87,21.52,0,111,Eluru
05-02-2025,2025,28.42,35.5,23.78,0,125,Eluru
06-02-2025,2025,28.27,35.29,23.4,0,131,Eluru
07-02-2025,2025,28.11,35.46,22.14,0,113,Eluru
08-02-2025,2025,27.91,35.04,22.27,0,135,Eluru
09-02-2025,2025,27.47,34.4,22.93,0,133,Eluru
10-02-2025,2025,26.86,33.93,22.1,0,145,Eluru
11-02-2025,2025,27.03,34.71,21.77,0,139,Eluru
12-02-2025,2025,27.58,35.5,22.22,0,126,Eluru
13-02-2025,2025,28.06,36.55,21.7,0,117,Eluru
14-02-2025,2025,27.75,36.61,20.6,0,113,Eluru
15-02-2025,2025,27.52,36.09,21.18,0,98,Eluru
16-02-2025,2025,27.92,35.51,22.56,0,110,Eluru
17-02-2025,2025,27.67,34.55,22.43,0,117,Eluru
18-02-2025,2025,27.85,34.8,22.66,0,120,Eluru
19-02-2025,2025,28.2,35.39,22.73,0,109,Eluru
20-02-2025,2025,28.06,34.69,23.09,0,109,Eluru
21-02-2025,2025,28.22,35.11,22.82,0,109,Eluru
